square_id,train_sec,forecast_sec,hardware,python,seq_len
5161,1147.1295377000024,9.736985300001834,Windows-11-10.0.26100-SP0,3.14.0,144
4159,336.5329696999979,4.163350099999661,Windows-11-10.0.26100-SP0,3.14.0,144
4556,268.60847339999964,3.83485920000021,Windows-11-10.0.26100-SP0,3.14.0,144
