label,square_id,model,MAE,MAPE,RMSE
highest,5161,LSTM,102.64775597871706,13.716416023382807,144.98836656255
square_4159,4159,LSTM,15.199420774017579,7.1708657901055295,20.160995483420532
square_4556,4556,LSTM,27.142129372390432,6.371908858409793,36.02538646976624
