square_id,train_sec,forecast_sec,hardware,python,seq_len
5161,596.2553894999946,54.215457899998,Windows-11-10.0.26100-SP0,3.14.0,144
4159,807.7324875999984,54.725975900000776,Windows-11-10.0.26100-SP0,3.14.0,144
4556,1386.341413000002,53.03889419999905,Windows-11-10.0.26100-SP0,3.14.0,144
